SKU,item_name,jan_net_sales,feb_net_sales,mar_net_sales,apr_net_sales,may_net_sales,jun_net_sales,jul_net_sales,aug_net_sales,sep_net_sales,oct_net_sales,nov_net_sales,dec_net_sales,total_net_sales,category
ZUS980028874,"PAPER TOWEL, MM MEGA ROLLS /15",446.49,1070.85,1905.75,1110.78,1107.15,1201.53,1263.24,1902.12,1484.67,1187.01,1898.49,1379.4,15957.48,GN
ZUC334633,"JUICE, LANGERS ORANGE 100% 128oz",1645.75,1634.4,1259.85,1237.15,953.4,1952.2,1089.6,1089.6,1293.9,1725.2,998.8,1032.85,15912.7,GB
1209,"CHIPS, CHEETOS CRNCHY 2.125z/44",1110.06,1058.4,1513.26,1378.44,1383.48,1306.62,1609.02,1195.74,1072.26,1398.6,1197,1638,15860.88,GG
ZUC707667,"CHOCOLATE, SNICKERS REGULAR/48",21.42,0,0,4163.04,1291.5,1454.04,2038.68,0,2574.18,1120.14,1413.72,1767.78,15844.5,GG
ZUC1174811,"SUNNY DELIGHT, TANGY 11.3z/30",1717.2,31.32,0,1110.24,3071.52,1352.16,1162.08,2017.44,1678.32,0,0,3687.12,15827.4,GB
06-83118,"VEGETABLE OIL, EED  24oz/12",3949.44,359.04,1942.08,979.2,1260.72,1109.76,1056.72,762.96,987.36,1101.6,938.4,1277.04,15724.32,GG
ZUC1481675,"DIAPER, KS # 6 66ct/2",701.1,1012.7,1246.4,623.2,1402.2,1363.25,1441.15,1246.4,1129.55,1402.2,2025.4,2064.35,15657.9,GI
200526,"BEEF, RIBEYE STEAK COMM.",1572.1,3253.65,885.55,328.35,1044.75,1174.1,1343.25,517.4,457.7,1373.1,1791,1860.65,15601.6,GM
200119,"FISH, LOCAL TUNA SASIMI",137.94,2219.58,777.48,601.92,2106.72,1931.16,2006.4,2482.92,175.56,1141.14,1743.06,225.72,15549.6,GM
60152,"CARROTS, CELLO 1LB / 48#",1765.13,1329.32,1148.23,1142.26,1418.87,837.79,1209.92,1597.97,1074.6,1498.47,1522.35,996.99,15541.9,GP
JHK77100,"PAPER TOWEL, SUPER SOFT BR 90/24",756.32,1017.12,1170.34,2037.5,1160.56,1101.88,1020.38,1701.72,1636.52,671.56,1186.64,1991.86,15452.4,GN
DAMCANOLAOIL4L,"CANOLA OIL, TRUE CHOICE 4L/4",0,0,0,0,0,0,1388.61,1858.14,2037.96,3016.98,3256.74,3866.13,15424.56,GG
GP56,"PEPPER, BELL GOLD MEDIUM 25#",499.2,1595.1,1372.8,1368.9,1134.9,1271.4,1037.4,1099.8,1275.3,1443,1435.2,1833,15366,GP
LP98,"BANANA, LOCAL LB",836.05,884.35,1255.8,1315.6,1344.35,1376.55,1503.05,1554.8,1952.7,1089.05,1159.2,1077.55,15349.05,GP
105C,"SODA, FANTA STRAWBERRY 12oz/24",1447.68,1304.16,1286.48,696.8,1534,1570.4,1526.72,2050.88,343.2,1.04,2062.32,1502.8,15326.48,GB
17-62428,"SAUSAGE, HF BEEF SMKD ROPE 12oz",1239.59,1051.38,1181.18,1005.95,702.45,1408.33,1311.24,869.66,1194.16,1220.12,1667.93,2388.32,15240.31,GF
GP49,"ONIONS, RED MEDIUM 1 / 25#",723.8,1116.25,1299.55,1652.05,1290.15,916.5,1344.2,1290.15,1212.6,1384.15,1402.95,1595.65,15228,GP
200203,"CHICKEN, WHOLE FRYERS HLMS LB",1444.2,2421.5,1325.3,933.8,959.9,983.1,690.2,565.5,826.5,2610,768.5,1618.2,15146.7,GM
EL001169,"POKKA, MELON MILK 240ML/30",1254.42,1075.02,1146.09,1370.34,1184.73,847.32,918.39,2081.73,1217.85,1137.12,1444.17,1374.48,15051.66,GB
A0114,"SARDINES, SUN FLWR OIL 15oz/24",1477.35,1153.95,1141.7,967.75,1354.85,1036.35,1526.35,1215.2,1460.2,1325.45,1026.55,1220.1,14905.8,GG
200102,"FISH, GOLDEN POMPANO 400-600g",993.65,1190,946.05,940.1,1279.25,833,1023.4,1267.35,1249.5,1416.1,1820.7,1945.65,14904.75,GM
JHK80005,"PAPER TOWEL, SUPERSOFT 1ROLL/30",1367.13,1518.37,1508.42,489.54,1373.1,951.22,1263.65,893.51,1154.2,1683.54,1769.11,907.44,14879.23,GN
17-75942,"SMOKIES, LIT'L H/FARMS 14OZ/12",1389.72,1295.82,1834.18,1708.98,405.02,1101.76,497.42,1514.92,2021.98,619.74,1001.6,1471.1,14862.24,GF
105E,"SODA, CRUSH GRAPE 12oz/24",2722.65,1701,933.45,1142.4,1287.3,1405.95,1396.5,2341.5,1816.5,100.8,1.05,0,14849.1,GB
GP25,"CELERY, SLEEVED",1227.18,1562.03,836.22,1357.5,1180.12,886.9,1006.36,1087.81,1134.87,1339.4,1359.31,1802.76,14780.46,GP
NIS52,"RAMEN, CUP NISSIN CHICKEN 60g/36",1247.35,1304.35,1388.9,1391.75,1456.35,696.35,143.45,1954.15,1497.2,1285.35,741,1508.6,14614.8,GG
TORT6-6/60CT,"TORTILLA CORN, 6"" THICK 12ct/30",364.25,152.75,256.15,37.6,155.1,251.45,317.25,286.7,143.35,39.95,150.4,12449.75,14604.7,GC
A0151,"MACKEREL, SUNFLWR OIL GRN 15z/48",0,0,0,3158.94,1398.54,870.42,1982.08,1636.52,1515.9,1744.1,916.06,1356.16,14578.72,GG
DG15,"RICE, DIAMOND G 15#",1762.52,760.8,0,1014.4,1318.72,1420.16,1356.76,1065.12,1546.96,1065.12,1546.96,1673.76,14531.28,GR
NES109,"CHOCOLATE MILK, CHUCKIE 250m/24",1147.6,1596,2128,1491.5,676.4,1082.05,401.85,1864.85,1055.45,1105.8,667.85,1287.25,14504.6,GB
FLX9702090,"HOTDOG, CHCK CHUCK WAGN 16z/24",1575.35,1127,1381.8,1266.65,566.4,1261.75,436.8,1046.15,1477.35,1117.2,1683.15,1545.95,14485.55,GF
JHK01666,"KOOLAID, TROP UNSWTN 2qt/192",1093.88,1079.09,1092.72,1608.63,1594.13,1185.81,1097.65,1126.65,1134.48,1144.34,1129.26,1192.48,14479.12,GB
06-83110,"VEGETABLE OIL, EED  64oz/9",2317.68,4155.84,3036.96,959.04,0,0,679.32,809.19,559.44,809.19,319.68,759.24,14405.58,GG
UCC503662,"COFFEE, UCC AU LAIT RECAP CAN260",1332.09,2207.85,1600.23,955.71,1047.96,899.13,1496.91,1138.98,806.88,1072.56,960.63,883.14,14402.07,GB
PW03,"WATER, PALAU 1500 ML/12",634.5,699,994.5,1032,1150.5,660,636,895.5,1264.5,1402.5,3001.5,1944,14314.5,GB
40-24506,"DOG FOOD, SHOP VALUE 32lbs/1",1198.5,1198.5,1398.25,2157.3,1398.25,279.65,0,0,1438.2,1797.75,1398.25,1997.5,14262.15,GN
ZUS200399,"GATORADE, G FROST VARIETY 20z/24",1464.39,1806.24,696.42,844.29,658.26,955.59,857.01,1914.36,1175.01,1238.61,1624.98,920.61,14155.77,GB
MBI55957,"SIMILAC, ADVANCE PWDR 12.9z 0-12",979.54,835.49,1267.64,1065.97,893.11,921.92,1210.02,1786.22,1238.83,1699.79,1152.4,1094.78,14145.71,GI
FLX5619003,"SQUID, CALAMARI 3#/12",1076.4,2212.6,1076.4,986.7,553.15,1151.15,867.1,1659.45,971.75,1300.65,1210.95,1016.6,14082.9,GM
ZUC394485,"B WIPE, KIRKLAND 100CT/9",1204.98,917.7,1005.48,1248.87,1137.15,1081.29,1109.22,1340.64,1416.45,985.53,1316.7,1153.11,13917.12,GI
200533,"BEEF, TOMAHAWKS CAB",1137.15,1376.55,678.3,758.1,1236.9,1097.25,1316.7,239.4,1037.4,897.75,1635.9,2493.75,13905.15,GM
ZUC1481674,"DIAPER, KS # 5 28ct/6",753.3,1129.95,753.3,1353.15,1395,948.6,1143.9,1450.8,1255.5,850.95,1255.5,1604.25,13894.2,GI
17-01608,"CHEESE, EED CHED 16 SLICE 12z/48",1605.45,1184.28,1017.48,1513.71,938.25,1334.4,612.99,1150.92,1421.97,1488.69,412.83,1130.07,13811.04,GC
LP124,"MELON, WATERMELON LOCAL LB",423.6,780,2491.2,1915.2,872.4,2847.6,1134,69.6,748.8,895.2,199.2,1402.8,13779.6,GP
ZUC3451400,"MARATHON, BATH TISSUE JUMBO 6rls",854.4,683.52,683.52,1495.2,811.68,1367.04,1281.6,2050.56,854.4,1068,854.4,1751.52,13755.84,GN
122C,"MILK, FOREMOST UHT WHOLE 1qt/12",698.25,382.2,1058.4,1264.2,431.2,717.85,1327.9,1452.85,1545.95,1293.6,1619.45,1881.6,13673.45,GB
STI42,"ENERGY DRINK,STING STRW 330ml/24",1228.59,1324.62,2456.19,957.33,0,1979.01,137.61,2210.67,211.86,0,492.03,2406.69,13404.6,GB
200649,"CHICKEN TENDER, MOUNTAIR 2#/20",0,0,1545.24,420.54,273.84,251.02,1727.8,1747.36,2519.98,2474.34,1607.18,824.78,13392.08,GM
06-35790,"SANDWICH BAG, EED 150 FOLD/12",0,2143.2,1184.4,0,1212.6,2312.4,0,0,1184.4,1833,2312.4,1160.9,13343.3,GN
ZUS990065861,"DOG FOOD, PURINA CHCKN 48lb",1323.4,1577.9,1221.6,967.1,1577.9,1374.3,1068.9,916.2,916.2,407.2,1374.3,610.8,13335.8,GN
200535+,"BEEF, EYE OF ROUND US COMMON",996.95,254,1612.9,1504.95,1377.95,1689.1,387.35,927.1,1263.65,1809.75,603.25,901.7,13328.65,GM
1012,"WHIPPING CREAM, CAL 32oz/12",484.21,1299.1,1240.05,1003.85,909.37,1759.69,1535.3,0,1700.64,944.8,992.04,1452.63,13321.68,GC
GTC01,"BUTANE GAS, SKY 230g/28",0,0,0,0,0,0,0,0,1923.48,11284.92,0,0,13208.4,GN
99-62431,"SAUSAGE, HF BEEF POLSKA KIEL 12z",735.9,1170.75,1063.71,1291.17,909.5,809.49,754.35,1090.47,809.49,936.6,2140.8,1331.31,13043.54,GF
ZUS971233,"LUNCH BOX, HEFTY 9.5"" 3CMP 125ct",1148.58,1403.82,1020.96,808.26,935.88,1318.74,1318.74,850.8,723.18,850.8,1148.58,1488.9,13017.24,GN
JHK30407,"COFFEE, FOLGERS CLSC ROAST 25.9z",890.33,1271.9,436.08,1308.24,2325.76,454.25,254.38,981.18,908.5,4051.91,109.02,0,12991.55,GB
ZUC1074184,"OLIVE OIL, KS PURE 3ltr/2",2071.95,2580.85,654.3,1599.4,2108.3,2035.6,1381.3,472.55,0,0,0,0,12904.25,GG
MEI-037Z,CHOCOLATE MEIJI MACADAMIA77G/80,1035.08,1333.4,1021.52,987.62,836.2,811.34,1107.4,1028.3,888.18,1066.72,1200.06,1570.7,12886.52,GG
HOR25579,"BEEF STEW, DINTY MOORE 15OZ/12",819.26,2179.71,1160.12,870.09,840.19,935.87,1252.81,971.75,813.28,1034.54,1198.99,801.32,12877.93,GG
06-82298,"KETCHUP, EED 33% 64oz/9",1158.1,1007.86,569.66,913.96,913.96,1352.16,757.46,1189.4,1283.3,1233.22,1395.98,989.08,12764.14,GG
200136,"FISH, TILAPIA 40LBS",1281.48,506.22,612.42,771.72,1100.94,867.3,1352.28,1044.3,1306.26,1136.34,1306.26,1447.86,12733.38,GM
200640,"BEEF, GROUND BISTRO/RM 1# 73%",1253.5,1095.45,872,1504.2,550.45,997.35,0,1504.2,436,735.75,1765.8,1967.45,12682.15,GM
06-18166,"FLOUR, EED ALL PURPOSE 5#/8",1160.85,664.9,1013.7,1057.3,659.45,986.45,1689.5,0,1422.45,926.5,1624.1,1471.5,12676.7,GG
EL001189,"POKKA, PULPY C ORANGE 240ML/30",1264.5,38.25,673.5,1278,681,888.75,1127.25,1173,915.75,1539,1479,1578,12636,GB
FLX5219021,"FISH, MACKEREL PACIFIC IQF",2402.86,1499.41,792.5,744.95,859.07,418.44,627.66,897.11,903.45,976.36,1797.39,713.25,12632.45,GM
PNG85932,"DIAPER, LUVS #6 FAMILY 54ct/1",1184.9,1156,1156,924.8,664.7,1098.2,1329.4,780.3,462.4,751.4,1473.9,1647.3,12629.3,GI
200638,"BEEF, GROUND FINE 3# 73/27",339,0,864.45,1033.95,2254.35,1457.7,610.2,559.35,1067.85,847.5,1135.65,2457.75,12627.75,GM
ZUC1805025,"DRINK, PRIME HYDRATION 16.9z/18",0,0,0,0,0,0,5774.08,391.04,166.4,31.2,2281.76,3893.76,12538.24,GB
KOP16,"COFFEE, KOPIKO BROWN 3N1 25G/240",1362.9,1256.5,1259.65,1434.3,1396.85,904.75,168,1106.35,486.15,866.95,1334.2,885.5,12462.1,GB
MAG13,"SEASONING, MAGGI MAGIC SARAP 8g",1099.14,1225.84,1151.22,944.44,1100.4,771.12,1048.18,1027.46,1077.02,996.1,450.1,1508.64,12399.66,GG
MOR-18589,"CHOCOBALL, MORINAGA PEANUT 99G",662.67,825.85,1134.3,977.09,833.81,1064.65,1132.31,879.58,788.04,1828.81,1108.43,1136.29,12371.83,GG
ZUC1300659,"TRASH BAG, KS 33g-90c FLEX TECH",384.89,419.88,1994.43,1819.48,629.82,1154.67,1574.55,1049.7,944.73,1504.57,629.82,244.93,12351.47,GN
03-646367,"FLOUR, EED ALL PURPOSE 25#/2",343.56,392.64,1030.68,1153.38,1055.22,932.52,1251.54,1055.22,1030.68,1006.14,1177.92,1889.58,12319.08,GG
BRB006939,"COOKIES, BOURBON CHOC/COF108G/48",1078.65,816.75,1233.9,1089.45,1119.15,1034.1,1179.9,1161,1111.05,815.4,634.5,905.85,12179.7,GG
AJI34,"GINISA, FLAVOR MIX 54X16X7G",947.3,1099.8,1281.3,906.6,1010.2,849.1,881.6,1114.9,579.4,1177.3,1126.5,1099.8,12073.8,GG
06-82786,"PASTA, EED SPAGHETTI LONG 2#/12",929.67,1077.3,458.85,1827.42,929.67,367.08,2006.97,442.89,718.2,869.82,841.89,1524.18,11993.94,GG
1208,"CHIPS, RUFFLES REGULAR 1.75OZ/32",830.25,970.65,1043.55,1282.5,1039.5,976.05,1119.15,932.85,896.4,1000.35,811.35,1089.45,11992.05,GG
FLX2113901,"WRAPPER, LUMPIA MENLO 16OZ/20",574.08,807.3,657.8,651.82,1197.9,693.68,1807.74,977.73,1378.39,502.32,1680.38,1040.52,11969.66,GF
GBI11822,"BATH TISSUE, SAMJUNG WHT 10ROLLS",285.74,1340.78,582.47,659.4,1307.81,615.44,846.23,1022.07,472.57,1186.92,1857.31,1780.38,11957.12,GN
18-12706,"ENSURE, VANILLA PLUS 8oz/24",975.26,235.29,675.18,569.47,668.36,1657.26,1132.12,930.93,0,2124.43,2141.48,838.86,11948.64,GB
ZUC1742835,"PAPER TOWEL, KS 12roll BNDL",2397.6,1148.85,1548.45,999,2947.05,1098.9,1698.3,49.95,0,0,0,0,11888.1,GN
102E,"SODA, PEPSI DIET 12OZ/24",1190.7,1225.35,611.1,0,1281,1.05,0,1812.3,2062.2,84,1966.65,1638,11872.35,GB
ZUS637127,"ENERGY DRINK, RED BULL 8.4oz/24",1515,230,0,2347.5,1300,2.5,562.5,2062.5,1805,1702.5,337.5,2.5,11867.5,GB
EL001173,"POKKA, MILK COFFEE GOLD 300ml/24",1122.29,971.88,1380.39,1834.29,1407.09,0,0,287.47,1312.75,0,1577.08,1963.34,11856.58,GB
LIO-001,"MOSQUITO COIL, LION 10COIL/120",606.06,822.78,1021.86,777.42,1359.54,984.06,1372.14,1055.88,1067.22,657.72,1048.32,1069.74,11842.74,GN
FRITO02540,"CHIPS, CHEETOS JMB PUFFS 9z/12",855.5,784.7,890.9,778.8,955.8,1362.9,873.2,1262.6,885,808.3,1209.5,1168.2,11835.4,GG
06-42624,"DOG FOOD, ATTA BOY DRY 50lbs",881.3,755.4,944.25,818.35,1007.2,1007.2,1636.7,1070.15,944.25,944.25,755.4,1070.15,11834.6,GN
EL00496,"POKKA, MANGO TEA PET BT 500ML/24",209.88,0,1637.46,743.49,1864.17,909.81,802.89,1510.74,1361.25,895.95,877.14,1020.69,11833.47,GB
BEA17,"POWDER MILK, BEAR BRAND 680g/14",831.81,810.84,1258.2,999.57,1020.54,1027.53,712.98,950.64,999.57,831.81,950.64,1356.06,11750.19,GB
TORT8-20CT,"TORTILLA FLOUR, 8""-20CT/10",1135.63,1143.8,490.2,955.89,800.66,718.96,669.94,1062.1,220.59,988.57,1380.73,2062.5,11629.57,GC
200603,"BEEF, GROUND",1339.86,1199.68,1010.6,1688.68,873.68,863.9,899.76,736.76,1297.48,283.62,847.6,508.56,11550.18,GM
M72011,BISCUIT ASPARAGUS GINBIS 135G/24,873.68,788.92,938.88,916.06,1297.48,857.38,1289.33,1093.73,1022.01,1039.94,687.86,738.39,11543.66,GG
ZUC17767,"COFFEE, KS 100% COLOMBIA BREW 3#",1221.36,937.83,1243.17,1003.26,1003.26,697.92,1068.69,1592.13,763.35,0,152.67,1788.42,11472.06,GB
JHK12334,"BATH TISSUE, SCOTT 1roll/36",628.05,481.77,1184.55,1373.76,1316.52,540.6,791.82,637.59,1081.2,795,1070.07,1542.3,11443.23,GN
JHK40466,"DET, ROMA  PWD 1.1LB/36",660.66,1081.08,820.82,770,919.38,917.84,822.36,973.28,1573.88,1053.36,711.48,1119.58,11423.72,GN
URC864685,"DRINK, C2 APPLE 500ML/24",947.85,920.26,1163.23,1084.91,1100.04,1103.6,219.83,917.59,716.45,970.1,1148.1,1116.95,11408.91,GB
200139,"FISH, MACKEREL PACIFIC",2402.86,1496.24,792.5,744.95,859.07,421.61,278.96,893.94,906.62,973.19,909.79,713.25,11392.98,GM
200637,"BEEF, GROUND HARRIS 1# 73%",700.83,1509.48,772.71,604.99,1000.33,203.66,0,814.64,1120.13,239.6,3498.16,916.47,11381,GM
STI02,"SNACK, STICK-O WAFER 380g/12",906.88,927.68,802.88,1372.8,318.24,1489.28,503.36,1108.64,551.2,1460.16,844.48,1008.8,11294.4,GG
J136502,"ENFAMIL, PREM W/IRON PWD 12.5z/6",1158,1389.6,926.4,492.15,752.7,810.6,839.55,1621.2,1418.55,607.95,607.95,665.85,11290.5,GI
ZUC906420,"VEGETABLE OIL, KS 3qt/2",248.75,1900.45,0,865.65,796,1572.1,1422.85,825.85,1353.2,865.65,696.5,716.4,11263.4,GG
JHK74011,"PEARS, HALVES SYRUP #10/6",436.2,1308.6,523.44,1570.32,872.4,450.74,1439.46,1308.6,1570.32,203.56,988.72,581.6,11253.96,GG
N2013221,"COOKIES, CHIPS AHOY CHNKY 11.75z",938.08,795.08,783.64,1161.16,1344.2,1138.28,1132.56,440.44,1292.72,463.32,720.72,995.28,11205.48,GG
75971,"HOTDOG, BAR-S CHICKEN 16OZ/24",991.27,702.27,742.73,800.53,689.92,968.15,488.18,921.91,959.48,1002.83,1491.24,1418.99,11177.5,GF
JHK32492,"WIPES, CLOROX MULTISCNT 85CT/5",0,745,819.5,826.95,1460.2,461.9,350.15,1177.1,1907.2,961.05,1005.75,1460.2,11175,GN
JHK07132,"CORN STARCH, ARGO 1LBS/24",784.9,900.05,928.25,674.45,1057.5,688.55,1092.75,1330.1,1081,672.1,806.05,1137.4,11153.1,GG
SKY15,"CRACKERS, SKYFLAKES IND 250G/30",1006.47,1181.37,904.71,669.39,992.16,1078.02,729.81,923.79,818.85,1167.06,799.77,858.6,11130,GG
SB7027,"ALOHA MAID, FUJI APPLE 12oz/24",950.25,627.9,600.6,834.75,827.4,557.55,1145.55,918.75,1156.05,1021.65,1483.65,936.6,11060.7,GB
DEL325,"FRUIT COCKTAIL, DM FIESTA #10/6",0,0,424.65,1132.4,1147.3,521.5,1437.85,1490,692.85,1370.8,1892.3,946.15,11055.8,GG
HAP02,"COOKIES, HAPPY TIME BCKT 1.5kg/4",1039.65,1183.05,848.45,920.15,597.5,633.35,752.85,728.95,669.2,1075.5,920.15,1673,11041.8,GG
JHK10661,"FS, DOWNY AROMA FLRL 800ml/9",968.76,1527.89,807.3,780.39,819.26,660.79,774.41,831.22,926.9,995.67,1121.25,771.42,10985.26,GN
JHK84500,"CHIPS, PRINGLES SCO 5.5oz/14",752.7,546,780,1134.9,1154.4,986.7,904.8,1131,916.5,943.8,748.8,982.8,10982.4,GG
N2013223,"COOKIES, CHIPS AHOY CHWY NAB 13z",823.68,852.28,880.88,926.64,1018.16,1006.72,1327.04,640.64,1166.88,337.48,1098.24,886.6,10965.24,GG
118400,"SOY SAUCE, KIKK 18LTR TIN",930.05,881.1,685.3,979,979,783.2,832.15,1027.95,1027.95,1174.8,636.35,1027.95,10964.8,GG
JHK32263,"BLEACH, CLOROX REG CONC 81z/6",1233.67,392.16,383.99,351.31,759.81,343.14,1250.01,1560.47,1568.64,1429.75,1405.24,277.78,10955.97,GN
DAMCANOLAOIL1L,"CANOLA OIL, TRUE CHOICE 1L/12",0,0,1033.59,1125.64,1551.7,1848.89,2164.49,1362.34,497.07,668.02,689.06,0,10940.8,GG
LOP03,"GREEN ONION, ORGANIC BUNDLE",1190.2,1221,1361.8,609.4,523.6,589.6,679.8,919.6,987.8,781,926.2,1128.6,10918.6,GP
200214,"CHICKEN, LEG QUARTER TRAY",294.12,318.2,1136.92,67.08,1680.44,698.32,495.36,1386.32,1807.72,1341.6,786.04,901.28,10913.4,GM
